Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age (day),Concrete compressive strength,Cement_is_outlier,Blast Furnace Slag_is_outlier,Fly Ash_is_outlier,Water_is_outlier,Superplasticizer_is_outlier,Coarse Aggregate_is_outlier,Fine Aggregate_is_outlier,Age (day)_is_outlier,Water_Cement_Ratio,Total_Binder,Water_Binder_Ratio,Sand_Ratio,has_Superplasticizer,has_FlyAsh,Age_Phase_OHE_0.0,Age_Phase_OHE_1.0,Age_Phase_OHE_2.0,Age_Phase_OHE_3.0,mix_type_freq,Age (day)_log1p,Superplasticizer_log1p,Fly Ash_log1p,Blast Furnace Slag_log1p,Strength_Level
380.0,95.0,0.0,228.0,0.0,932.0,599.0,129.5,41.15137506,0,0,0,0,0,0,1,1,0.5999999999842105,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.564348191467836,1
342.0,38.0,0.0,228.0,0.0,932.0,670.0,129.5,52.1243856,0,0,0,0,0,0,0,1,0.6666666666471734,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,3.6635616461296463,2
427.5,47.5,0.0,228.0,0.0,932.0,599.0,28.0,37.42751518,0,0,0,0,0,0,1,0,0.5333333333208576,475.0,0.47999999998989473,0.391247550617954,0,0,False,True,False,False,0.3795918367346939,3.367295829986474,0.0,0.0,3.8815637979434374,1
475.0,0.0,0.0,228.0,0.0,932.0,599.0,7.0,38.60376124,0,0,0,0,0,0,1,0,0.47999999998989473,475.0,0.47999999998989473,0.391247550617954,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,0.0,1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,129.5,55.26012245,0,0,0,0,0,0,0,1,0.749999999975329,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.343805421853684,2
266.0,114.0,0.0,228.0,0.0,932.0,670.0,129.5,52.90831981,0,0,0,0,0,0,0,1,0.8571428571106336,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.74493212836325,2
198.6,132.4,0.0,192.0,0.0,978.4,825.5,129.5,41.71950328,0,0,0,0,0,0,0,1,0.9667673715525293,331.0,0.5800604229432006,0.457619601970965,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.893352133481524,1
475.0,0.0,0.0,228.0,0.0,932.0,599.0,129.5,42.13112046,0,0,0,0,0,0,1,1,0.47999999998989473,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,0.0,1
190.0,190.0,0.0,228.0,0.0,932.0,670.0,129.5,53.69225402,0,0,0,0,0,0,0,1,1.199999999936842,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.25227342804663,2
237.5,237.5,0.0,228.0,0.0,932.0,599.0,129.5,38.40795006,0,0,0,0,0,0,1,1,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.474369310328396,1
237.5,237.5,0.0,228.0,0.0,932.0,599.0,28.0,30.07976945,0,0,0,0,0,0,1,0,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,False,True,False,False,0.3795918367346939,3.367295829986474,0.0,0.0,5.474369310328396,1
332.5,142.5,0.0,228.0,0.0,932.0,599.0,90.0,37.72192144,0,0,0,0,0,0,1,0,0.6857142856936627,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,4.966335035199676,1
475.0,0.0,0.0,228.0,0.0,932.0,599.0,90.0,42.22902605,0,0,0,0,0,0,1,0,0.47999999998989473,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,0.0,1
237.5,237.5,0.0,228.0,0.0,932.0,599.0,129.5,36.2519586,0,0,0,0,0,0,1,1,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.474369310328396,1
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106,0,0,0,0,0,0,0,0,0.6666666666471734,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,3.6635616461296463,2
427.5,47.5,0.0,228.0,0.0,932.0,599.0,129.5,43.6982994,0,0,0,0,0,0,1,1,0.5333333333208576,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,3.8815637979434374,1
237.5,237.5,0.0,228.0,0.0,932.0,599.0,129.5,38.99538361,0,0,0,0,0,0,1,1,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.474369310328396,1
380.0,0.0,0.0,228.0,0.0,932.0,670.0,129.5,53.104131,0,0,0,0,0,0,0,1,0.5999999999842105,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,0.0,2
427.5,47.5,0.0,228.0,0.0,932.0,599.0,90.0,41.54299743,0,0,0,0,0,0,1,0,0.5333333333208576,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,3.8815637979434374,1
427.5,47.5,0.0,228.0,0.0,932.0,599.0,7.0,35.07640202,0,0,0,0,0,0,1,0,0.5333333333208576,475.0,0.47999999998989473,0.391247550617954,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,3.8815637979434374,1
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.04919265,0,0,0,0,0,0,0,0,0.5501432664598813,349.0,0.5501432664598813,0.4352446194485396,0,0,True,False,False,False,0.3795918367346939,1.3862943611198906,0.0,0.0,0.0,0
380.0,95.0,0.0,228.0,0.0,932.0,599.0,129.5,40.75906322,0,0,0,0,0,0,1,1,0.5999999999842105,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.564348191467836,1
237.5,237.5,0.0,228.0,0.0,932.0,599.0,7.0,26.25800398,0,0,0,0,0,0,1,0,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,5.474369310328396,0
380.0,95.0,0.0,228.0,0.0,932.0,599.0,7.0,32.82319446,0,0,0,0,0,0,1,0,0.5999999999842105,475.0,0.47999999998989473,0.391247550617954,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,4.564348191467836,1
332.5,142.5,0.0,228.0,0.0,932.0,599.0,129.5,39.77931782,0,0,0,0,0,0,1,1,0.6857142856936627,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.966335035199676,1
190.0,190.0,0.0,228.0,0.0,932.0,670.0,129.5,46.93194184,0,0,0,0,0,0,0,1,1.199999999936842,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.25227342804663,1
237.5,237.5,0.0,228.0,0.0,932.0,599.0,90.0,33.11691123,0,0,0,0,0,0,1,0,0.959999999959579,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,5.474369310328396,1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.18514941,0,0,0,0,0,0,0,0,0.749999999975329,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,True,False,0.3795918367346939,4.51085950651685,0.0,0.0,4.343805421853684,1
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,0,0,0,0,0,0,0,0,1.3753581660905905,349.0,0.5501432664598813,0.4352446194485396,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,5.349010480863555,0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.63826496,0,0,0,0,0,0,0,0,0.9667673715525293,331.0,0.5800604229432006,0.457619601970965,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,4.893352133481524,0
475.0,0.0,0.0,228.0,0.0,932.0,599.0,129.5,41.9346198,0,0,0,0,0,0,1,1,0.47999999998989473,475.0,0.47999999998989473,0.391247550617954,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,0.0,1
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,0,0,0,0,0,0,0,0,0.9667673715525293,331.0,0.5800604229432006,0.457619601970965,0,0,True,False,False,False,0.3795918367346939,1.3862943611198906,0.0,0.0,4.893352133481524,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,129.5,50.94882902,0,0,0,0,0,0,0,1,0.749999999975329,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.343805421853684,2
332.5,142.5,0.0,228.0,0.0,932.0,599.0,28.0,33.01900564,0,0,0,0,0,0,1,0,0.6857142856936627,475.0,0.47999999998989473,0.391247550617954,0,0,False,True,False,False,0.3795918367346939,3.367295829986474,0.0,0.0,4.966335035199676,1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,129.5,54.37828264,0,0,0,0,0,0,0,1,0.749999999975329,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.343805421853684,2
266.0,114.0,0.0,228.0,0.0,932.0,670.0,129.5,51.73276323,0,0,0,0,0,0,0,1,0.8571428571106336,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.74493212836325,2
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,0,0,0,0,0,0,0,0,0.6193548386896982,310.0,0.6193548386896982,0.4669521299930449,0,0,True,False,False,False,0.3795918367346939,1.3862943611198906,0.0,0.0,0.0,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,129.5,50.65511224,0,0,0,0,0,0,0,1,1.199999999936842,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.25227342804663,2
266.0,114.0,0.0,228.0,0.0,932.0,670.0,129.5,48.69562145,0,0,0,0,0,0,0,1,0.8571428571106336,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,4.74493212836325,1
342.0,38.0,0.0,228.0,0.0,932.0,670.0,129.5,55.06431126,0,0,0,0,0,0,0,1,0.6666666666471734,380.0,0.5999999999842105,0.41822721597741436,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,3.6635616461296463,2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,129.5,44.6980396,0,0,0,0,0,0,0,1,1.3753581660905905,349.0,0.5501432664598813,0.4352446194485396,0,0,False,False,False,True,0.3795918367346939,4.871373226762748,0.0,0.0,5.349010480863555,1
332.5,142.5,0.0,228.0,0.0,932.0,599.0,7.0,30.27558064,0,0,0,0,0,0,1,0,0.6857142856936627,475.0,0.47999999998989473,0.391247550617954,0,0,True,False,False,False,0.3795918367346939,2.0794415416798357,0.0,0.0,4.966335035199676,1
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.85696881,0,0,0,0,0,0,0,0,1.199999999936842,380.0,0.5999999999842105,0.41822721597741436,0,0,False,True,False,False,0.3795918367346939,3.367295829986474,0.0,0.0,5.25227342804663,1
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,0,0,0,0,0,0,0,0,0.3010309278288447,485.0,0.3010309278288447,0.41666666666449653,0,0,False,True,False,False,0.3795918367346939,3.367295829986474,0.0,0.0,0.0,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,0,0,0,0,0,0,0,0,0.4548128342124381,563.2,0.30202414772191005,0.4496672212951648,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.4069451083182885,0.0,5.24807615011129,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,0,0,0,0,0,0,0,0,0.5601659750858549,575.5,0.3049522154595143,0.368843069871774,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.2617630984737906,0.0,5.572914199451162,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0,0,0,0,0,0,0,0,0.361176470579737,531.3,0.28891398456072065,0.5100620975131667,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.8622008809294686,0.0,4.675628649636653,1
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,0,0,0,0,0,0,0,0,0.3562352941092651,531.3,0.2849614153908346,0.46197620279092966,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.975529566236472,0.0,4.675628649636653,1
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,0,0,0,0,0,0,1,0,0.3375999999909973,468.8,0.27005119453348864,0.538082072962877,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,3.1945831322991562,0.0,4.551769409260976,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,0,0,0,0,0,0,0,0,0.3812631578867102,593.8,0.3049848433764738,0.47839128305289924,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.2925347571405443,0.0,4.785823685681349,1
469.0,117.2,0.0,137.8,26.5,852.1,840.5,3.0,40.1964508,0,0,0,0,1,0,0,0,0.29381663112379924,586.2,0.2350733538001523,0.4965733191510306,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,3.3141860046725258,0.0,4.772378104971998,1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0,0,0,0,0,0,0,0,0.361176470579737,531.3,0.28891398456072065,0.5100620975131667,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.8622008809294686,0.0,4.675628649636653,1
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,0,0,0,0,0,0,0,0,0.4063304168706554,485.70000000000005,0.3250977969873358,0.5206997412503055,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.5726122302071057,0.0,4.585987366571318,0
531.3,0.0,0.0,141.8,26.5,852.1,893.7,3.0,41.2996124,0,0,0,0,1,0,0,0,0.2668925277570696,531.3,0.2668925277570696,0.5119143086234854,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,3.3141860046725258,0.0,0.0,1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0,0,0,0,0,0,0,0,0.361176470579737,531.3,0.28891398456072065,0.5100620975131667,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.8622008809294686,0.0,4.675628649636653,1
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,0,0,0,0,0,0,0,0,0.4883939773999876,531.3,0.2930547713101251,0.5081673881644551,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.72785282839839,0.0,5.363636832668679,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,0,0,0,0,0,0,0,0,0.36684917868673844,496.5,0.296878147023225,0.4736783589945318,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.517696472610991,0.0,4.5612182984589085,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0,0,0,0,0,0,0,0,0.4547710976156985,551.6,0.2989485134100988,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.533696813957432,0.0,5.247024072160486,1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,0,0,0,0,0,0,0,0,0.5678097003222796,606.5,0.30305028853581123,0.41176837638579955,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.424802725718295,0.0,5.648269764725942,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,0,0,0,0,0,0,0,0,0.40553359682725865,530.7,0.2899943470832863,0.34784108549216447,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.827313621929028,0.0,5.025195445427586,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0,0,0,0,0,0,0,0,0.4547710976156985,551.6,0.2989485134100988,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.533696813957432,0.0,5.247024072160486,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,0,0,0,0,0,0,0,0,0.5054139014842677,487.20000000000005,0.2970032840661534,0.4444505889484906,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.501435951739211,0.0,5.307772525318792,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0,0,0,0,0,0,0,0,0.4547710976156985,551.6,0.2989485134100988,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.533696813957432,0.0,5.247024072160486,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,0,0,0,0,0,0,0,0,0.42369020500173826,616.0,0.30194805194315016,0.44443746860594907,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.4932054526026954,0.0,5.181783550292085,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,0,0,0,0,0,0,0,0,0.3741985124294897,578.9,0.2520297115174982,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,3.1354942159291497,0.0,5.247024072160486,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0,0,0,0,0,0,0,0,0.4547710976156985,551.6,0.2989485134100988,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.533696813957432,0.0,5.247024072160486,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,0,0,0,0,0,0,0,0,0.5176087599728438,526.9,0.33194154487887756,0.4444575124937109,1,0,True,False,False,False,0.1782312925170068,1.3862943611198906,2.3513752571634776,0.0,5.247024072160486,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,0,0,0,0,0,0,0,0,0.4548128342124381,563.2,0.30202414772191005,0.4496672212951648,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,2.4069451083182885,0.0,5.24807615011129,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,0,0,0,0,0,0,0,0,0.5601659750858549,575.5,0.3049522154595143,0.368843069871774,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,2.2617630984737906,0.0,5.572914199451162,1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0,0,0,0,0,0,0,0,0.361176470579737,531.3,0.28891398456072065,0.5100620975131667,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,2.8622008809294686,0.0,4.675628649636653,1
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,0,0,0,0,0,0,0,0,0.3562352941092651,531.3,0.2849614153908346,0.46197620279092966,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,2.975529566236472,0.0,4.675628649636653,1
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,0,0,0,0,0,0,1,0,0.3375999999909973,468.8,0.27005119453348864,0.538082072962877,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,3.1945831322991562,0.0,4.551769409260976,1
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,0,0,0,0,0,0,0,0,0.3812631578867102,593.8,0.3049848433764738,0.47839128305289924,1,0,True,False,False,False,0.1782312925170068,2.0794415416798357,2.2925347571405443,0.0,4.785823685681349,2
